STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT09,WT10
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/13/2015,11.86,1320,0.14,,,,69,53,280,320,23.9,30,,,,,,1,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/14/2015,5.82,1139,0,,,,67,46,70,80,12.1,16.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/15/2015,11.86,1453,0,,,,67,44,60,70,21.9,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/16/2015,6.93,708,0.34,,,,64,47,60,50,14.1,18.1,1,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/17/2015,4.25,1623,0,,,,80,49,260,240,13,17,1,,,,,1,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/18/2015,9.84,723,0,,,,68,50,20,20,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/19/2015,9.84,1755,0.42,,,,69,51,60,60,18.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/20/2015,16.55,1158,0,,,,56,43,260,280,29.1,36.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/21/2015,18.34,1443,0,,,,58,41,260,250,36,48.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/22/2015,13.42,1433,0,,,,49,37,290,290,25.9,34,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/23/2015,8.05,1447,0,,,,56,34,310,300,19.9,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/24/2015,7.61,2124,0.29,,,,60,35,110,110,21.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/25/2015,14.32,1452,0.34,,,,49,40,60,50,25.1,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/26/2015,12.3,1551,0,,,,57,39,30,30,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/27/2015,12.53,1103,0,,,,56,43,360,10,23,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/28/2015,4.92,1512,0,,,,60,38,90,90,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/29/2015,7.61,1418,0,,,,64,42,40,30,17,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",4/30/2015,12.97,932,0,,,,52,42,30,30,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/1/2015,6.04,1203,0,,,,65,40,80,110,12.1,16.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/2/2015,7.38,1227,0,,,,79,53,250,250,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/3/2015,10.51,1144,0.2,,,,82,60,220,200,23.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/4/2015,8.5,223,0,,,,74,57,250,240,19.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/5/2015,8.5,324,0.79,,,,60,51,70,290,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/6/2015,5.82,1449,0,,,,82,51,80,80,14.1,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/7/2015,9.84,1627,0,,,,87,57,190,160,25.1,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/8/2015,8.72,1542,0.28,,,,84,66,230,220,25.1,34,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/9/2015,9.4,1516,0.38,,,,67,49,30,40,21,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/10/2015,8.05,239,0.16,,,,58,47,10,10,14.1,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/11/2015,12.97,1605,0.14,,,,71,50,240,240,28,35.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/12/2015,15.66,414,0,,,,58,47,260,260,28,38.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/13/2015,10.29,855,0,,,,53,45,40,40,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/14/2015,10.29,1656,0.13,,,,69,46,120,140,19.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/15/2015,10.07,18,0.03,,,,79,60,240,190,17,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/16/2015,8.5,2357,0,,,,82,67,170,180,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/17/2015,13.42,1413,0,,,,84,69,180,200,25.9,36,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/18/2015,15.21,1423,0,,,,81,51,250,250,25.1,34,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/19/2015,10.51,45,0,,,,54,44,290,290,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/20/2015,9.4,1430,0.02,,,,51,43,20,20,18.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/21/2015,9.17,1203,0,,,,70,47,290,290,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/22/2015,8.72,1627,0,,,,68,50,80,80,17,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/23/2015,7.38,851,0,,,,83,53,200,150,15,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/24/2015,7.16,2328,0.44,,,,76,62,170,170,18.1,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/25/2015,14.32,901,0.06,,,,81,68,200,220,28,46.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/26/2015,12.97,1212,0.42,,,,77,69,240,170,31.1,45,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/27/2015,11.63,828,0.06,,,,77,64,230,230,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/28/2015,7.16,1332,0,,,,84,60,90,90,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/29/2015,10.74,1030,0.18,,,,84,71,210,220,18.1,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/30/2015,14.32,1742,0.79,,,,73,45,10,20,28,36,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",5/31/2015,15.43,211,0.05,,,,57,44,30,10,21.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/1/2015,10.51,1540,0,,,,62,48,40,40,18.1,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/2/2015,4.92,1208,0,,,,71,45,80,70,15,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/3/2015,6.71,1554,0,,,,79,55,90,150,14.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/4/2015,8.5,717,0,,,,82,62,200,170,14.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/5/2015,14.99,1439,0,,,,73,56,10,10,25.9,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/6/2015,8.95,808,0,,,,73,54,60,350,16.1,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/7/2015,11.41,1028,0.44,,,,83,60,220,200,23,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/8/2015,11.41,1537,0.1,,,,86,63,300,320,29.1,38.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/9/2015,8.5,2247,0,,,,87,61,220,200,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/10/2015,12.53,816,0.09,,,,94,71,250,260,25.1,35.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/11/2015,6.71,1429,0.2,,,,79,65,360,360,16.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/12/2015,7.61,214,0.17,,,,74,58,290,300,19.9,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/13/2015,6.49,1804,0.19,,,,88,58,190,190,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/14/2015,8.5,1240,1.54,,,,85,70,240,240,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/15/2015,7.38,1557,1.75,,,,83,71,330,330,23.9,25.9,,,,,,,,1
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/16/2015,10.74,1519,0,,,,74,60,60,360,18.1,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/17/2015,3.8,906,0.33,,,,72,58,60,350,8.9,12.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/18/2015,10.51,732,0.48,,,,82,59,310,310,25.1,33.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/19/2015,10.96,1413,0,,,,68,57,40,10,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/20/2015,6.71,2300,0.22,,,,82,57,170,150,23.9,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/21/2015,8.5,1326,0,,,,87,70,290,290,16.1,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/22/2015,12.3,1613,0.04,,,,85,72,220,220,31.1,38,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/23/2015,8.5,457,0,,,,81,67,340,330,21.9,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/24/2015,5.82,1219,0,,,,79,66,220,200,15,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/25/2015,8.72,1130,0.52,,,,83,65,260,280,15,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/26/2015,8.72,1801,0.7,,,,70,61,30,30,17,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/27/2015,9.62,1532,0,,,,77,59,20,20,19.9,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/28/2015,6.04,1546,0,,,,81,58,190,180,18.1,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/29/2015,4.92,1108,0.06,,,,75,66,80,80,12.1,13,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",6/30/2015,8.5,1155,0,,,,80,61,30,320,19.9,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/1/2015,9.17,1207,0,,,,68,58,70,60,16.1,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/2/2015,11.18,1227,0,,,,71,56,50,30,17,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/3/2015,5.82,1307,0,,,,77,61,90,70,13,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/4/2015,3.58,1734,0,,,,84,62,220,290,12.1,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/5/2015,4.92,1531,0,,,,85,65,220,160,14.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/6/2015,10.51,2017,0.56,,,,88,71,270,270,23,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/7/2015,13.87,1226,0.25,,,,74,59,30,30,25.9,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/8/2015,8.05,1610,0,,,,68,59,40,80,13,16.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/9/2015,7.61,437,0.04,,,,74,61,360,20,15,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/10/2015,4.03,1557,0,,,,82,63,90,80,14.1,17,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/11/2015,4.92,1232,0.03,,,,81,65,120,170,13,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/12/2015,7.38,1509,0.06,,,,83,69,160,80,13,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/13/2015,11.18,557,0.66,,,,88,70,330,340,30,36.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/14/2015,12.53,1548,0,,,,84,64,40,30,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/15/2015,9.4,1340,0,,,,76,62,10,20,17,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/16/2015,8.5,1410,0.52,,,,79,63,140,130,18.1,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/17/2015,8.05,2046,0.03,,,,93,74,120,120,18.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/18/2015,8.95,1610,0.03,,,,93,76,20,20,29.1,38,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/19/2015,7.38,1418,0,,,,88,72,280,280,21.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/20/2015,7.16,1344,0,,,,89,68,260,260,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/21/2015,8.28,1119,0,,,,82,70,10,310,15,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/22/2015,4.92,1517,0,,,,84,67,100,80,13,17,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/23/2015,4.03,1321,0,,,,86,67,70,80,14.1,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/24/2015,8.05,1448,0,,,,87,69,180,170,21,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/25/2015,8.95,1353,0,,,,92,73,40,40,19.9,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/26/2015,5.37,1013,0,,,,82,71,50,80,12.1,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/27/2015,8.28,1057,0,,,,90,71,70,110,17,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/28/2015,6.71,704,0,,,,94,74,160,180,16.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/29/2015,10.29,1724,0.07,,,,90,74,280,280,21.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/30/2015,11.18,1529,0,,,,90,69,280,280,21.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",7/31/2015,10.96,1415,0,,,,90,70,290,300,28,35.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/1/2015,9.84,1554,0,,,,89,66,270,230,19.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/2/2015,15.43,2204,1.06,,,,95,68,350,340,36,38.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/3/2015,8.72,1511,,,,,84,68,310,290,19.9,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/4/2015,6.71,1428,0,,,,84,64,290,300,19.9,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/5/2015,6.71,1434,0,,,,83,65,80,70,16.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/6/2015,8.5,1342,0,,,,84,70,80,60,16.1,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/7/2015,8.72,1525,0,,,,85,68,230,160,15,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/8/2015,6.71,1047,0,,,,85,71,280,270,13,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/9/2015,4.92,1638,0,,,,83,70,160,160,14.1,17,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/10/2015,5.59,1457,0.25,,,,86,71,350,360,21,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/11/2015,7.38,1422,0,,,,82,68,40,40,19.9,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/12/2015,5.82,1304,0,,,,79,65,80,80,15,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/13/2015,9.84,1529,0,,,,86,67,250,230,19.9,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/14/2015,8.95,2036,0.17,,,,90,71,320,320,32,42.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/15/2015,5.82,1521,0.17,,,,90,70,290,290,25.1,36,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/16/2015,8.72,1607,0,,,,91,72,220,220,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/17/2015,7.83,1957,0.41,,,,90,72,360,340,25.9,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/18/2015,9.4,1921,0.94,,,,84,70,260,260,33.1,40.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/19/2015,14.76,1224,0,,,,79,64,210,220,23.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/20/2015,14.32,1416,0,,,,76,61,260,260,25.1,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/21/2015,8.5,1717,0,,,,84,60,190,170,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/22/2015,9.17,1253,0,,,,83,66,140,140,21,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/23/2015,11.63,1400,0.09,,,,79,65,270,260,23.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/24/2015,13.87,1250,0,,,,76,57,310,250,29.1,36.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/25/2015,8.72,154,0,,,,73,62,310,310,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/26/2015,5.59,1241,0,,,,67,59,340,350,10.1,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/27/2015,4.92,1503,0,,,,75,56,70,60,14.1,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/28/2015,5.82,2113,0,,,,76,62,110,120,10.1,13,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/29/2015,6.04,1336,0.37,,,,76,66,210,170,13,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/30/2015,4.7,1653,0,,,,78,66,80,80,8.9,13,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",8/31/2015,2.68,1554,0,,,,87,65,210,200,12.1,16.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/1/2015,8.95,1211,0,,,,89,74,200,170,19.9,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/2/2015,7.83,1535,0,,,,92,73,240,230,17,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/3/2015,9.84,1322,0,,,,93,74,20,230,21,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/4/2015,6.26,1641,0,,,,87,72,100,80,16.1,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/5/2015,7.16,839,0.02,,,,87,73,130,140,16.1,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/6/2015,8.72,1401,0,,,,94,74,220,170,18.1,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/7/2015,7.83,1458,0,,,,90,77,210,200,14.1,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/8/2015,9.4,1202,1.01,,,,88,70,260,250,25.1,33.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/9/2015,6.04,1440,0,,,,78,62,40,70,14.1,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/10/2015,5.14,1219,0.2,,,,77,59,320,320,25.1,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/11/2015,10.07,1124,0.23,,,,69,57,20,30,21.9,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/12/2015,10.96,1137,0.16,,,,66,53,10,10,21,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/13/2015,7.61,1059,0,,,,71,50,290,290,14.1,18.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/14/2015,12.53,1451,0,,,,83,56,200,170,21.9,32,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/15/2015,10.51,1448,0,,,,84,65,170,160,19.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/16/2015,10.51,1503,0,,,,84,61,190,170,21,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/17/2015,12.3,1050,0.26,,,,87,66,190,160,21,30,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/18/2015,6.93,106,3.15,,,,79,67,310,320,21,27.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/19/2015,9.17,211,0.04,,,,71,57,300,300,23,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/20/2015,4.92,1359,0,,,,72,53,70,90,12.1,16.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/21/2015,6.71,1500,0,,,,73,56,90,80,13,17,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/22/2015,4.47,1616,0,,,,81,57,110,110,13,14.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/23/2015,6.26,1252,0,,,,80,61,60,80,15,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/24/2015,6.04,1452,0,,,,78,62,70,60,13,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/25/2015,9.17,1205,0,,,,76,64,30,10,17,21.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/26/2015,8.5,1132,0,,,,76,61,70,110,16.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/27/2015,6.71,544,0,,,,76,67,110,160,13,17,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/28/2015,5.82,1431,0,,,,81,67,190,180,14.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/29/2015,14.54,1054,0,,,,72,59,30,20,23.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",9/30/2015,17,1432,0,,,,63,55,30,40,25.1,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/1/2015,20.8,1013,0,,,,60,53,50,60,32,38,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/2/2015,22.37,1601,0,,,,62,53,50,40,30,38,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/3/2015,19.01,1923,0.04,,,,55,49,60,60,25.9,33.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/4/2015,12.75,1724,0,,,,60,51,30,30,18.1,23,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/5/2015,7.83,1617,0,,,,61,57,30,30,13,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/6/2015,5.59,1053,0,,,,68,58,100,20,8.9,12.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/7/2015,7.61,1406,0,,,,73,56,60,30,15,19,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/8/2015,8.72,1328,0,,,,79,55,240,240,21.9,25.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/9/2015,11.41,54,0,,,,67,49,350,20,21,25.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/10/2015,6.71,1013,0,,,,66,45,220,180,15,21,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/11/2015,12.75,1330,0,,,,80,53,220,220,23.9,29.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/12/2015,14.99,1747,0,,,,77,56,280,290,32,40.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/13/2015,10.51,23,0,,,,64,51,300,300,21.9,31.1,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/14/2015,7.16,1539,0,,,,65,45,280,270,16.1,19.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/15/2015,11.63,1625,0,,,,71,49,290,280,29.1,38.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/16/2015,10.51,1116,0,,,,56,42,330,320,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/17/2015,8.05,1227,0,,,,54,36,320,310,18.1,23.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/18/2015,4.25,2140,0,,,,61,35,190,200,10.1,15,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/19/2015,17.67,1432,0,,,,74,47,210,200,29.1,36.9,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/20/2015,11.41,1244,0.09,,,,77,55,220,200,21.9,28,,,,,,,,
USW00014819,"CHICAGO MIDWAY AIRPORT, IL US",10/21/2015,11.41,1146,0,,,,77,59,250,250,21.9,29.1,,,,,,,,
